2020-10-19 00:35:42,153 INFO  Logger.cs: 70 - 
2020-10-19 00:56:29,042 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Shootout.SLDASM
2020-10-19 00:56:29,042 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Shootout.SLDASM
2020-10-19 00:56:29,043 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Shootout.SLDASM
2020-10-19 00:56:29,043 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-19 00:56:29,043 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-10-19 00:56:29,044 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MarcoPlacaShootout-2
2020-10-19 00:56:29,044 INFO  ExportHelperExtension.cs: 1142 - Found 33 in MarcoPlacaShootout-2
2020-10-19 00:56:29,045 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MarcoPlacaShootout-2
2020-10-19 00:56:29,046 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MarcoEstrella-2
2020-10-19 00:56:29,046 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoEstrella-2
2020-10-19 00:56:29,047 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MarcoEstrella-2
2020-10-19 00:56:29,047 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from MarcoCirculoShooutout-2
2020-10-19 00:56:29,047 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoCirculoShooutout-2
2020-10-19 00:56:29,048 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in MarcoCirculoShooutout-2
2020-10-19 00:56:29,048 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Shootout.SLDASM
2020-10-19 00:56:29,049 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Shootout.SLDASM
2020-10-19 00:56:29,050 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Shootout.SLDASM
2020-10-19 00:56:29,050 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-19 00:56:29,051 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2020-10-19 00:56:29,052 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoPlacaShootout-2
2020-10-19 00:56:29,052 INFO  ExportHelperExtension.cs: 1142 - Found 33 in MarcoPlacaShootout-2
2020-10-19 00:56:29,054 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoPlacaShootout-2
2020-10-19 00:56:29,056 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoEstrella-2
2020-10-19 00:56:29,058 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoEstrella-2
2020-10-19 00:56:29,059 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoEstrella-2
2020-10-19 00:56:29,059 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from MarcoCirculoShooutout-2
2020-10-19 00:56:29,060 INFO  ExportHelperExtension.cs: 1142 - Found 25 in MarcoCirculoShooutout-2
2020-10-19 00:56:29,061 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in MarcoCirculoShooutout-2
2020-10-19 00:56:29,101 INFO  SwAddin.cs: 316 - Loading config tree
2020-10-19 00:56:29,108 INFO  Serialization.cs: 275 - URDF Configuration found
